-1.906857 2375.067871 282.788208
-0.520857 2358.831543 274.137390
0.853152 2342.923828 257.467590
2.209809 2329.776855 232.778809
2.984562 2324.954102 220.125000
1.681346 2342.827637 219.944992
-0.129998 2368.686768 214.264191
-1.935378 2397.705078 200.564377
-3.555378 2424.885254 181.154968
-2.301560 2453.747314 164.125000
15.821918 2470.964111 164.125000
44.943333 2482.563965 164.125000
65.931595 2471.543213 164.125000
79.117035 2442.762207 164.125000
86.722519 2415.458008 164.125000
92.772072 2384.164551 164.125000
92.875000 2352.508301 160.091202
92.403389 2320.848389 148.056381
89.458443 2292.087646 130.158966
82.756866 2260.776367 108.12500
